pktnum,Ai,ETp,Fs1,GQ,MET,Pmax,Pr,Pv,Qdot,Qsgf,R10,R90,dF,dP,dt,ser,zone
2800,60.39029,-0.042552154618618936,1.293895793635176,9.780443428389825,0.4706297781595339,18.495574398212472,63.52352,7.297665828084438,16.990095369570966,338.2229000091541,0.18715401049373792,0.18190953494482529,0.4845251578425645,3.926436122142552,0.014173562927210948,2.8117719024000003,7.0
2993,64.53903000000001,-0.15690747374742384,1.2086128678550616,9.42720439632633,0.4401073984666901,16.863013202627908,59.32193,3.666660888494127,15.732530608557207,323.3128882994732,0.1622814194183312,0.18266979479426304,0.4862733012528056,1.937793612960261,0.002497823212246009,2.5841427612000003,0.0
2994,64.29833,-0.19128852893679132,1.2668889839402742,9.508308118706813,0.33848401608248224,16.936001925141152,59.55546,4.047192181407655,15.856808765623848,324.380664757095,0.16298650012498286,0.18292724625631426,0.4753874223337484,2.1612410967935016,0.002308633813026706,2.5892937491000003,1.0
2995,63.79501,-0.1543260486193816,1.3770988115721234,9.626764233029931,0.4192501509807656,17.00663941308817,60.06387,4.352435927865194,16.262240100888892,339.06589643804426,0.16357477598294518,0.1825134781667524,0.4749751510993412,2.291513991661746,0.0060607851892839895,2.57763737905,2.0
2996,63.08739,-0.03866804478177244,1.4077936367408048,9.742187422913787,0.556069283459891,17.221252377798553,60.87577,5.0404527311195695,16.52460823131979,340.0482659151565,0.17082940307589495,0.18507559988003594,0.4809163842470263,2.26160073592604,0.007348277591579411,2.677271113125,3.0
2997,62.87791,-0.08899151595734978,1.4887620649647333,9.810610928149655,0.6076698836700416,18.968460789052465,61.08673,7.770411098732599,16.761146156671536,342.25672562120405,0.16800848838804766,0.1847612354713208,0.4809296974662076,4.036495453458623,0.00945206826928213,2.5805094264,4.0
2998,62.49228000000001,-0.10498815748842104,1.4456028243620125,9.612729747934502,0.5720201227960793,17.184240388206373,61.35625,4.454518288314059,16.282853818981966,334.7711789308308,0.1626067019603841,0.1844810366344532,0.4789426717393783,2.320670392662976,0.006816930368001239,2.5010972763000003,5.0
2999,61.87803,-0.0014148013633104026,1.393299431151785,9.732988777945783,0.4902465896750208,17.880634914701265,62.00266,6.3073264695200075,16.719161600132807,334.4915966488892,0.18062050719694067,0.18320160234501168,0.4700156301047431,3.2384337025103527,0.010933512282521374,2.7773953765500003,6.0
3000,61.39773,-0.0635089507685116,1.352042573857991,9.641595281212641,0.6096695734027726,17.171970012418235,62.42072,5.979878809664493,16.306942537725337,344.32151236550345,0.1712756513334046,0.18374983101007286,0.4696590288810505,2.401040939656488,0.006367891575664975,2.6279763383250003,7.0
3192,66.85876,-0.1499404864651659,1.1065212846674617,9.289367950463912,0.41862847383928425,16.173687557721156,57.15485,2.9310114661715736,15.361449880138291,320.575087550957,0.14975763715186832,0.18277965960326328,0.4779729341249568,1.4298353235424788,-0.00024325325654883656,2.4893187817,0.0
3193,66.94497,-0.1512008889801848,1.1071684988878354,9.163054531078227,0.4125433615563594,16.31802509835396,57.04663000000001,3.6186526986946035,15.15655116808652,310.1226825287228,0.14813278937196556,0.1788680041023629,0.4843751465784392,1.8506875496933808,-0.00013385233087670478,2.4577172111250003,1.0
3194,66.47425,-0.16808501709531146,1.2398074249224935,9.259352953376569,0.33340707772915223,16.362940501747662,57.50965,3.5829404571043764,15.419624975225235,311.9883455524734,0.16043695144139633,0.17839672669488754,0.4727137749744483,1.9187362735885358,0.0019157360438853965,2.6421852518750004,2.0
3195,65.81466999999999,-0.13557290634053842,1.3082039046008802,9.306666298950278,0.4033448725991633,16.27500811945211,58.13181,5.615661797762461,15.334074593061516,320.05324501603303,0.1502652485053802,0.1806241172290622,0.4843363316003839,1.6826207444635664,-0.0013170882142869988,2.47232807855,3.0
3196,64.45083000000001,-0.050551564774380615,1.388611859675951,9.762650692571167,0.37761123588334655,17.205429125447406,59.5828,4.986142934722818,16.71810636700612,340.98226776527673,0.17777919918429136,0.18332128590610905,0.5085374352505267,2.5125174248068287,0.010158012153979157,2.8564607856000004,4.0
3197,64.14031999999999,-0.1541807731245477,1.4270035501611866,9.690580845990798,0.23812706469795586,18.368643648510602,59.77155,7.59846712023206,16.37725117759084,346.88055070415487,0.15422119987106875,0.18298738321757627,0.491074731716969,3.680241565013196,0.006276482232434377,2.4652331992,5.0
3198,63.27238000000001,-0.08311199631644328,1.4053035918299888,9.733204426429095,0.32101445999762035,18.13092896520366,60.6214,6.793705323872625,16.750393057410765,336.20029895699304,0.17955518037800602,0.18243774467006546,0.4765525010254677,3.4642462187491296,0.011599748591062388,2.82084088135,6.0
3199,62.9302,-0.09880720889062287,1.3857583842927066,9.771479046270278,0.4438523029284198,18.03157525052185,61.00696,6.3824410629168025,16.819646175382847,335.9484682802993,0.1840787487764823,0.18328557319977445,0.4796664071390775,3.2770643637546333,0.011663236654399944,2.878112697,7.0
3393,64.88334,-0.2033239600912431,1.3337206685943086,9.936740354345098,0.3781321059174765,18.911521509191346,59.21103000000001,8.280338054392368,16.935772323208088,337.8534247338822,0.1790215251652982,0.18593636575260944,0.5061336565248542,4.288883898653071,0.008610946998883541,2.86184191905,0.0
3394,65.36516999999999,-0.15354995682671202,1.38120327108641,9.599546787739866,0.3725227269566744,16.70860202552993,58.65423000000001,4.556352453339088,16.062296540807218,333.29597416574035,0.1715551722363118,0.1881475195513972,0.4874266343663942,1.731094987597119,0.003149152150243029,2.80645357395,1.0
3395,64.86537,-0.13199008968449988,1.3963606815114529,9.666140309423056,0.35457297638108903,17.137035235273526,59.13981999999999,5.818069620570621,16.354894800048974,343.3166115318685,0.16187531002477645,0.18499150295190345,0.4844114840231382,2.4090299070934726,0.006529461238176436,2.589263406975,2.0
3396,64.43915,-0.13500548092273945,1.3801054415380838,9.677894056968107,0.2959282603110722,17.014741868137545,59.5633,6.2218724855523275,16.428300841998567,340.18614930864123,0.1720253486649556,0.18438026342295408,0.4866941839584054,2.3420372410116084,0.007566973770723574,2.75799562,3.0
3397,63.65239,-0.04615129296666254,1.6593032255714073,9.86719387554242,0.36083474562731865,17.838166200486114,60.38231,6.1132197263220345,17.00376056416569,347.5867070802543,0.17780945557414468,0.18452073721196974,0.4797875276739725,3.083569162154099,0.011848981849269302,2.811048673375,4.0
3398,62.94866,-0.06435653532426855,1.5126825210292554,9.913664617773467,0.4302336811342755,18.381757411854547,61.08449,6.883092665446895,17.08324988894689,344.8635831059259,0.17962981164118552,0.18405770102588712,0.4761319503191683,3.547890114404602,0.01182893607394353,2.8012153699999995,5.0
3399,62.27307,0.017529762338451604,1.5049328438985554,10.014905598002482,0.4833063729914464,19.71576385171411,61.79957,8.86638340895637,17.379902826288575,345.89816527024175,0.19620222792293868,0.18329614350933168,0.4876584387368879,4.935294996927383,0.01400889495701274,3.045931536375,6.0
3400,61.80389,-0.08987662239493588,1.6466958815784989,10.378868805705817,0.4923884448721516,20.146046600357344,62.31642,8.96150242158996,18.07889726818735,355.8701126276506,0.20894807132661705,0.18417874967171352,0.5232540833303836,5.096047967061347,0.014962562428240234,3.2314163886500005,7.0
3593,66.19473,-0.22113449940696486,1.3327473736546875,9.817398803851873,0.4663859398720121,17.47173776371046,57.93836999999999,5.198888329218649,16.532880844223097,340.31371707443856,0.1675693602304426,0.1846421874903475,0.4877189013889329,2.731963828121108,0.005086113983251428,2.7384759801,0.0
3594,65.92435,-0.12396887073391838,1.2625212097046985,9.69437148523424,0.4446326541640957,17.214109675862492,58.06356,4.176479828259411,16.350126072863375,336.68693451019817,0.16799175827954338,0.18203720118888397,0.4759704960586713,2.186303660497236,0.0055497863985883855,2.74245296,1.0
3595,65.57275,-0.08885711355935301,1.2654456090817805,9.752452527252473,0.4600011625848986,16.793986637764018,58.43474000000001,2.3729922364364784,16.10170535310721,327.9358877228978,0.1665286442409045,0.18040197368806052,0.4846783227344127,1.2803005013245734,-0.0008126419275086282,2.712252871875,2.0
3596,65.19735,-0.16236766936324898,0.8053712106123904,9.82198279727329,0.38317951533188577,16.695785213675734,58.81505,2.3410769955272306,16.132035737185713,327.3514466681735,0.16621834494305546,0.17801777594017115,0.4665112737472272,0.7296434671959721,-0.0023582933206249823,2.6906946345,3.0
3597,64.37063,-0.15244860048190745,1.4565275198369092,10.013209085801586,0.3275542664569357,17.219124261674196,59.6227,2.528872904205393,16.634715548746517,345.45385253645867,0.17031205409459646,0.17599040189547405,0.4642827122232132,0.991242312261388,0.0011182172624226716,2.7251306210500004,4.0
3598,64.21455999999999,-0.14868340282893655,1.3239197807467018,9.728285584753607,0.32877414042608066,17.117412768830132,59.626999999999995,3.926882237918973,16.082920402564568,343.0479416601898,0.15257126629454767,0.1736490509342646,0.467211290625511,1.5589722484538324,-0.0003550904086191409,2.4464141995999995,5.0
3599,63.78225,-0.07646603645421024,1.3889454167055064,10.247476189895883,0.3906634472895227,17.732704703946332,60.20072,2.4673483381365133,17.045991474214322,349.34648910944503,0.1751702770869845,0.17617621402589007,0.4678384847089157,1.167746621473249,0.0015232638661244464,2.7815439225,6.0
